Date_Created,Tweet_ID,Language
Wed Apr 01 16:27:50 +0000 2020,1245387407312277504,en
Wed Apr 01 14:12:37 +0000 2020,1245353377334038531,en
Wed Apr 01 11:48:21 +0000 2020,1245317070151016449,tl
Wed Apr 01 18:20:22 +0000 2020,1245415726904680448,en
Wed Apr 01 16:06:38 +0000 2020,1245382069561069568,es
Wed Apr 01 16:51:47 +0000 2020,1245393433415442432,zh
Wed Apr 01 01:18:52 +0000 2020,1245158658452811776,en
Wed Apr 01 03:47:01 +0000 2020,1245195939217694721,en
Wed Apr 01 08:59:20 +0000 2020,1245274536573984769,tl
Wed Apr 01 13:47:44 +0000 2020,1245347115443896320,en
Wed Apr 01 23:41:33 +0000 2020,1245496555785711618,en
Wed Apr 01 19:26:02 +0000 2020,1245432252550397953,en
Wed Apr 01 11:20:40 +0000 2020,1245310104762793984,fr
Wed Apr 01 13:03:38 +0000 2020,1245336016988385280,en
Wed Apr 01 23:43:20 +0000 2020,1245497004702216193,en
Wed Apr 01 13:04:36 +0000 2020,1245336261314744320,en
Wed Apr 01 09:08:43 +0000 2020,1245276898940289025,en
Wed Apr 01 18:58:20 +0000 2020,1245425280501473280,es
Wed Apr 01 13:35:40 +0000 2020,1245344077408854024,fr
Wed Apr 01 04:53:32 +0000 2020,1245212680803278854,tr
Wed Apr 01 23:45:08 +0000 2020,1245497457133228032,und
Wed Apr 01 01:22:24 +0000 2020,1245159544797327360,en
Wed Apr 01 11:05:09 +0000 2020,1245306199873994753,en
Wed Apr 01 23:10:19 +0000 2020,1245488695983120385,ca
Wed Apr 01 11:11:44 +0000 2020,1245307857169416194,en
Wed Apr 01 04:02:19 +0000 2020,1245199789928722432,en
Wed Apr 01 03:52:35 +0000 2020,1245197341272965120,si
Wed Apr 01 23:35:13 +0000 2020,1245494959064715270,en
Wed Apr 01 21:40:05 +0000 2020,1245465984636293122,en
Wed Apr 01 04:05:21 +0000 2020,1245200555489845248,ko
Wed Apr 01 08:35:34 +0000 2020,1245268555702165505,tr
Wed Apr 01 09:29:05 +0000 2020,1245282025705058304,en
Wed Apr 01 20:06:16 +0000 2020,1245442374911885313,de
Wed Apr 01 18:33:16 +0000 2020,1245418972444418049,ko
Wed Apr 01 15:09:48 +0000 2020,1245367766917382149,th
Wed Apr 01 11:37:43 +0000 2020,1245314395309142016,ru
Wed Apr 01 13:24:46 +0000 2020,1245341337827696640,ja
Wed Apr 01 10:44:41 +0000 2020,1245301049545588737,de
Wed Apr 01 04:02:18 +0000 2020,1245199785566470144,en
Wed Apr 01 16:06:09 +0000 2020,1245381950048800768,en
Wed Apr 01 05:55:16 +0000 2020,1245228215855022086,en
Wed Apr 01 16:18:44 +0000 2020,1245385117163372545,es
Wed Apr 01 15:18:54 +0000 2020,1245370059473604609,en
Wed Apr 01 11:29:00 +0000 2020,1245312201289678849,tl
Wed Apr 01 05:03:17 +0000 2020,1245215131992121345,hi
Wed Apr 01 15:23:22 +0000 2020,1245371180971732993,ca
Wed Apr 01 13:27:42 +0000 2020,1245342072992759809,zh
Wed Apr 01 06:45:07 +0000 2020,1245240759764254720,und
Wed Apr 01 15:22:27 +0000 2020,1245370952608886784,de
Wed Apr 01 20:11:14 +0000 2020,1245443627335245825,en
Wed Apr 01 02:50:26 +0000 2020,1245181701837316096,und
Wed Apr 01 04:13:42 +0000 2020,1245202656231976960,es
Wed Apr 01 15:30:00 +0000 2020,1245372852800573441,zh
